<<<<<<< HEAD
category_ids,category
=======
category_id,category
>>>>>>> 05f4085a0cbe048ea44839b81401d121ee0e2f44
cat1,food
cat2,music
cat3,technology
cat4,theater
cat5,film & video
cat6,publishing
cat7,games
cat8,photography
cat9,journalism
